slug,название,дата выхода,возрастной рейтинг,жанры,разработчики,издатели,основная платформа,оценка критиков,рецензий,оценка игроков,оценок,плюсы (критики),минусы (критики),вывод (критики),отзывов критиков,плюсы (игроки),минусы (игроки),вывод (игроки),отзывов игроков,модель,летсплей,ссылка на летсплей,канал,просмотры,длительность (мин),язык,расшифровка,о чём ролик,итог ролика,блогер хвалит,блогер ругает,ошибка летсплея,ссылка Metacritic,видео,обложка,обновлена
no-away-from-keyboard,No Away From Keyboard,2026-09-15,,Simulation,KNOVA,KNOVA,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/no-away-from-keyboard/,https://video.akamai.steamstatic.com/store_trailers/5069090/1277031338/34b12a0a75e4c2761165139de548d3ce2b922278/1787503396/hls_264_master.m3u8?t=1788268444,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279316-52.jpg,2026-09-16 11:00
no-fly-zone,No Fly Zone,2026-09-14,,Aircraft Combat Sim,Softlookup,Softlookup,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,среди роликов нет летсплеев,https://www.metacritic.com/game/no-fly-zone/,https://video.akamai.steamstatic.com/store_trailers/5199610/270175633/d556a8cf8e4a107b0fdf3fb5be716a75131d4b0b/1788292530/hls_264_master.m3u8?t=1789152165,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1283771-52.jpg,2026-09-16 19:37
no-quarter,No Quarter,2026-09-15,,Open-World Action,BallsaurDev,BallsaurDev,PC,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=PDIj_A6dtBY,Jess,43,40.0,en,Whisper,"Блогер представляет свою игру No Quarter для системы Atari 2600, вдохновленную Money Wars. Он описывает процесс разработки, технические ограничения компилятора Batari Basic и свои творческие задачи. В ролике автор делится впечатлениями от финального состояния проекта, сравнивает его с предыдущими работами и обсуждает влияние классических японских игр на свой стиль дизайна. Также блогер подробно рассуждает о технических нюансах реализации графики и механик на ограниченном железе.","Автор гордится результатом работы над No Quarter, отмечая значительный прогресс в качестве исполнения по сравнению со своими прошлыми проектами. Несмотря на жесткие технические ограничения Atari 2600 и Batari Basic, ему удалось создать функциональную игру с достойной графикой и продуманными деталями, такими как плавность движения объектов и визуальные эффекты.","Игра получилась качественнее предыдущего проекта автора; Графика в игре значительно лучше, чем в предыдущей работе автора; Наличие версии игры в 4K обеспечивает хорошую визуальную составляющую",Технические ограничения системы и компилятора не позволили реализовать первоначальный план; Невозможность реализовать дробное движение объектов из-за особенностей системы; Необходимость использования бинарно-совместимых десятичных чисел для счета очков,,https://www.metacritic.com/game/no-quarter/,https://video.akamai.steamstatic.com/store_trailers/4899600/911267766/741587afcc9513563271d16fde3f57f226d6d77b/1786671477/hls_264_master.m3u8?t=1786671809,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1267119-52.jpg,2026-09-16 11:11
of-nooks-and-nonsense-a-pirate-hidden-object-game,Of Nooks and Nonsense: A Pirate Hidden Object Game,2026-09-14,,Hidden Object,Weird Pumpkins Studios,Weird Pumpkins Studios,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/of-nooks-and-nonsense-a-pirate-hidden-object-game/,https://video.akamai.steamstatic.com/store_trailers/4699670/1756114699/698bf349bec82fc1f1a296c429b4a83a8ccc1b96/1787605878/hls_264_master.m3u8?t=1787606119,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1234727-52.jpg,2026-09-16 19:10
old-market-restored,Old Market Restored,2026-09-16,,Hidden Object,Alcedo Games,Alcedo Games,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/old-market-restored/,https://video.akamai.steamstatic.com/store_trailers/4986890/1375760705/cdda63b2a9b5a20167752d7d44d98b07f0e49db3/1784811648/hls_264_master.m3u8?t=1789557151,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1262952-52.jpg,2026-09-16 11:00
once-before-us,Once Before Us,2026-09-15,,First-Person Adventure,Palindrome Games,Palindrome Games,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/once-before-us/,https://video.akamai.steamstatic.com/store_trailers/3849930/1707328887/0f9186e8c1d131e7136ce7191db395573ccddad4/1788085437/hls_264_master.m3u8?t=1788086957,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1142485-52.jpg,2026-09-16 13:06
oops-youre-the-hero,Oops! You're the Hero!,2026-09-15,,Action Adventure,Artificium Games,Artificium Games,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/oops-youre-the-hero/,https://video.akamai.steamstatic.com/store_trailers/3166160/1355826523/b8871f87331030e1481e3eec5d95ea87b2f2658e/1788998411/hls_264_master.m3u8?t=1788998560,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1054708-52.jpg,2026-09-16 13:06
out-of-range,Out of Range,2026-09-14,,Top-Down Shoot-'Em-Up,Yoho Games,Yoho Games,PC,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=9dSWbUpmfHI,QaizherOnline,59,35.8,en,Whisper,"Блогер делится впечатлениями от раннего билда игры Out of Range, описывая её как пазл-физик. Он отмечает сложность управления и взаимодействия с объектами, а также периодически выражает замешательство из-за не всегда понятных механик и интерфейса.","Блогер отмечает, что Out of Range — это довольно сложная физическая головоломка с непростым управлением. Несмотря на технические трудности и порой запутанные механики, он находит процесс решения задач интересным.",Использование захвата объектов позволяет точно перемещать их; Механика притяжения в определенных зонах упрощает задачу; Удобство использования функции притяжения вместо веревки; Понятное изменение управления при использовании веревки; Удобство фиксации проводов на поверхности,Сложность управления и физики игры; Неудобные или непонятные элементы управления; Непонятный интерфейс и индикаторы; Сложность взаимодействия с тяжелыми объектами; Неочевидные способы решения задач,,https://www.metacritic.com/game/out-of-range/,https://video.akamai.steamstatic.com/store_trailers/5114230/1263558021/b3a5f5a3031650764dc53a34f967d7536adadd50/1786797899/hls_264_master.m3u8?t=1788206085,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279173-52.jpg,2026-09-16 19:25
panchito-delivery-project-elevator,Panchito Delivery: Project Elevator,2026-09-16,,First-Person Adventure,Pigeon-G,Pigeon-G,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/panchito-delivery-project-elevator/,https://video.akamai.steamstatic.com/store_trailers/5153100/66527883/c191414a56327b51f1a9929ca350d479659a752a/1787574227/hls_264_master.m3u8?t=1788431113,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1280613-52.jpg,2026-09-16 10:43
paratopic-overdub,Paratopic: Overdub,2026-09-16,,First-Person Adventure,Arbitrary Metric,Serenity Forge,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/paratopic-overdub/,https://video.akamai.steamstatic.com/store_trailers/3781550/1719926797/c4aa71cfbe4a9662fe55deb565f93f8cf9a36fe8/1784135146/hls_264_master.m3u8?t=1784225702,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1130425-52.jpg,2026-09-16 10:28
pawmart-tiny-market,PawMart Tiny Market,2026-09-15,,Tycoon,Smallroom,Smallroom,PC,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=2mVQZg7Lwn8,RinKa Plays,11,16.7,en,Whisper,"Блогер делится своими впечатлениями от игры PawMart Tiny Market, описывая её как спокойный idle-симулятор. Основная претензия игрока заключается в том, что в игре практически нет возможности для ручного взаимодействия с игровым процессом: помимо покупки улучшений, совершать какие-либо действия для ускорения прогресса невозможно. Блогер отмечает, что игра хорошо сделана, но из-за отсутствия активного геймплея она может показаться скучной для тех, кто предпочитает участвовать в процессе, а не просто наблюдать за происходящим в фоновом режиме.","Блогер оценивает игру как достойную, но с оговорками из-за её чрезмерной пассивности. Он ставит ей оценку между «пальцем вверх» и промежуточным вариантом (примерно 75 градусов наклона к «пальцу вверх»), отмечая, что если бы в игре можно было делать что-то вручную, оценка была бы выше.",Игра хорошо сделана; Появление достижений; Возможность самостоятельно выбирать и покупать улучшения; Положительно оценивает возможность выбора нескольких товаров покупателями,Отсутствие возможности выполнять действия вручную; Скучный геймплей из-за пассивности игрока; Малое количество доступных уровней изменения цены; Медленная работа сотрудников,,https://www.metacritic.com/game/pawmart-tiny-market/,https://video.akamai.steamstatic.com/store_trailers/4414270/59003175/ae8a3e5ba58b72a6f700c8a095027db4e4c989df/1786718847/hls_264_master.m3u8?t=1786720013,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1231008-52.jpg,2026-09-16 11:11
perfect-place,Perfect Place,2026-09-15,,Virtual Life,Popular Gaming,Popular Gaming,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/perfect-place/,https://video.akamai.steamstatic.com/store_trailers/4944090/1205895643/442fad55fb1381178c47d76b5de0d3cab9885f81/1788387093/hls_264_master.m3u8?t=1788387856,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1266204-52.jpg,2026-09-16 15:00
pinball-vr-classic-arcade-simulator,Pinball VR: Classic Arcade Simulator,2026-09-15,,Pinball,Gravity Labs,Gravity Labs,Meta Quest,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/pinball-vr-classic-arcade-simulator/,,,2026-09-16 11:11
planetary-genesis-felis,Planetary Genesis: Felis,2026-09-16,,Simulation,Unprecedented Creations,Unprecedented Creations,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/planetary-genesis-felis/,,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1272396-52.jpg,2026-09-16 10:43
poly-peacocks,Poly Peacocks,2026-09-15,,Party,StatcSquid,StatcSquid,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/poly-peacocks/,https://video.akamai.steamstatic.com/store_trailers/4900460/1972507999/493d44fc26958a3d38481969b96d26ae8a3e990b/1786805609/hls_264_master.m3u8?t=1786806304,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1266409-52.jpg,2026-09-16 11:11
popcorn-and-premieren,Popcorn & Premieren,2026-09-16,,Tycoon,Jodelsoft,Jodelsoft,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/popcorn-and-premieren/,https://video.akamai.steamstatic.com/store_trailers/5125170/1468343175/b174da14186a6c6fdf31d1675c3226a3b654bb2c/1788869049/hls_264_master.m3u8?t=1788869463,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/5125170/e87a5ad799eaa9c9a8bd9d22b48972b11ccc0174/header.jpg?t=1789040095,2026-09-16 10:43
reset-0-entropy-architect,RESET-0: Entropy Architect,2026-09-14,,Strategy,Metaphor Projects,Metaphor Projects,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/reset-0-entropy-architect/,https://video.akamai.steamstatic.com/store_trailers/5010240/973964170/b433df25652c8ea03fefe781a3986fbc0288afbc/1786072575/hls_264_master.m3u8?t=1787201937,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1273394-52.jpg,2026-09-16 19:25
roguelike-card-gamebusiness-empire,ROGUELIKE CARD GAME:BUSINESS EMPIRE,2026-09-15,,Card Battle,COO Studio,COO Studio,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/roguelike-card-gamebusiness-empire/,https://video.akamai.steamstatic.com/store_trailers/4506090/1509715020/273932d36ae28f67798405a29f3b14e6acfc2434/1782575807/hls_264_master.m3u8?t=1782576192,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1228239-52.jpg,2026-09-16 15:00
rpg-system,RPG System,2026-09-14,,Turn-Based Tactics,J&V ENTERTAINMENT LTDA,J&V ENTERTAINMENT LTDA,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/rpg-system/,https://video.akamai.steamstatic.com/store_trailers/5068520/1953785137/e85909920ee19c1937390f95dc2aeea44cd81aff/1785996614/hls_264_master.m3u8?t=1787065890,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1272030-52.jpg,2026-09-16 19:37
ride-up-together,Ride Up Together,2026-09-16,,Arcade Racing,Necha Games,Suber Game Studio,PC,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=9J-bJRHMKZ8,ItsRitchieW and CrateUp,666,25.2,en,Whisper,"Блогер делится впечатлениями от кооперативного паркур-челленджа Ride Up Together. Он отмечает, что игра значительно сложнее, чем Chained Together, и требует высокой точности и терпения. Несмотря на высокий уровень фрустрации, он хвалит отзывчивость механик, плавность движений и общую проработку игры, рекомендуя её любителям подобных испытаний.","Блогер считает Ride Up Together отличной игрой для тех, кто любит паркур-челленджи и готов к высоким сложностям. Он отмечает, что игра ощущается качественной, с точными механиками и хорошим темпом, хотя она может сильно раздражать из-за своей трудности. Если вам нравится Chained Together, эта игра станет отличным следующим шагом.","отзывчивые платформы; хорошая работа механик и отсутствие «кривизны»; подходит для тех, кто любит оттачивать мастерство; хорошая игра для стримов",высокая сложность; нечестные моменты в геймплее; нестабильная работа молотов; сложность выхода из контейнера,,https://www.metacritic.com/game/ride-up-together/,https://video.akamai.steamstatic.com/store_trailers/4895550/1928355660/01c7dc7c03a727aaa3856dd14d80229fa83f73df/1789483940/hls_264_master.m3u8?t=1789484822,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1257772-52.jpg,2026-09-16 11:00
road-connect,Road Connect,2026-09-14,,Action,Angel Torres,Angel Torres,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/road-connect/,https://video.akamai.steamstatic.com/store_trailers/4659150/892441400/db2c6a31b47f08c70f2dfffdd08e93fca3c4e153/1779073432/hls_264_master.m3u8?t=1779515428,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1239927-52.jpg,2026-09-16 19:25
rogue-circuit,Rogue Circuit,2026-09-14,,Auto Racing,Jorge Francisco Bescos Gascon,Jorge Francisco Bescos Gascon,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/rogue-circuit/,https://video.akamai.steamstatic.com/store_trailers/5180900/414428655/83665093aeabb49952fae0e6a7a79d5d59dd71f5/1788332851/hls_264_master.m3u8?t=1788333319,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279639-52.jpg,2026-09-16 19:37
roman-sands-rebuild,Roman Sands RE:Build,2026-09-16,T,First-Person Adventure,Arbitrary Metric,Serenity Forge; Beep,Nintendo Switch,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=eYKC00woZ9w,Mama Bedlam VT,243,45.0,en,Whisper,"Блогер делится впечатлениями от демоверсии Roman Sands RE:Build, отмечая игру как очень вдохновляющую и визуально впечатляющую. Ему очень понравился художественный стиль, анимации и интерфейс, который он оценил как стильный и эффективный. Блогер также выделил интересный контраст между двумя сторонами игры, которые он увидел в демо. Несмотря на то, что демо было коротким, он выразил желание приобрести полную версию игры.","Блогер в восторге от Roman Sands RE:Build, называя её «чертовски хорошей видеоигрой». Он особенно оценил визуальное исполнение, проработку анимаций и продуманный интерфейс. Несмотря на некоторые ограничения демоверсии, игра произвела на него сильное впечатление своим воображением и стилем.",впечатляющий визуальный стиль; стильный и эффективный интерфейс; вдохновляющие анимации; приятная динамика взаимодействия меню и геймплея; уникальная и оригинальная идея лифта,ограниченность возможностей в демоверсии; невозможность прыгать,,https://www.metacritic.com/game/roman-sands-rebuild/,https://video.akamai.steamstatic.com/store_trailers/2231460/1051565317/2a3c6895359de8cb422394074288474299438597/1784135385/hls_264_master.m3u8?t=1784224601,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-911239-52.jpg,2026-09-16 10:28
runescape-dragonwilds,RuneScape: Dragonwilds,2026-09-15,,Open-World Action,Jagex,Jagex,PC,,6,,0,"критики отмечают наличие захватывающей и вознаграждающей системы магии; в отзывах встречается мнение о впечатляющем потенциале игры как симулятора выживания; критики хвалят основной игровой цикл, включающий строительство базы, сбор ресурсов и использование заклинаний","критики жалуются на утомительные меню настройки персонажа; в отзывах встречаются нарекания на неясные задания обучения; критики отмечают высокую агрессию противников и малую полосу выносливости, что затрудняет одиночную игру; в отзывах встречаются нарекания на необходимость доработки баланса и удобства управления","Критики оценивают игру как многообещающий проект с сильной магической системой и интересным игровым циклом, однако отмечают проблемы с обучением, балансом и удобством интерфейса, рекомендуя проходить её в кооперативе.",1 из 6,,,,,gemma-4-12b-it-qat,готов,https://www.youtube.com/watch?v=LnwdjHpZzqU,Let's Game It Out,2697129,23.2,en,Whisper,"В данном ролике блогер знакомится с RuneScape: Dragonwilds, исследуя её как survival-игру с элементами строительства. Он активно экспериментирует с механикой изменения ландшафта, изучает систему выживания и проверяет возможности взаимодействия с окружением, используя магию и инструменты для создания базы.","Блогер остался доволен игрой, отметив её разнообразие и креативные возможности строительства, несмотря на некоторые технические проблемы и ограничения механик.",наличие механики строительства; красивые пейзажи; гибкость системы строительства; возможность полностью изменять ландшафт; Возможность очищать воду с помощью костра,необходимость ждать восстановления выносливости; ограничение уровня прокачки; проблемы с загрузкой при возрождении из-за обилия построек; Неудобство взаимодействия с некоторыми персонажами из-за особенностей ландшафта; Ограничения в строительстве в определенных зонах,,https://www.metacritic.com/game/runescape-dragonwilds/,https://video.akamai.steamstatic.com/store_trailers/1374490/1041681910/319600eec8d42cd140158ed4a8034b3ce74d135f/1788355172/hls_264_master.m3u8?t=1789462848,https://www.metacritic.com/a/img/catalog/provider/7/2/7-1781630650.jpg,2026-09-16 13:06
runeomicon,Runeomicon,2026-09-16,,Strategy,The Longest Road,Joystick Ventures,PC,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=CAWFNF-WJYg,Angory Tom,51800,26.3,en,Whisper,"Блогер делится впечатлениями от игры Runeomicon, в которой игроку предстоит проводить ритуалы, вручную рисуя магические руны. Он отмечает, что игра требует высокой точности и навыка рисования, что поначалу вызывает трудности. Блогер хвалит систему прогрессии, возможность кастомизации защитных сооружений и визуальный стиль игры, связанный с темой темных богов и ритуалов. Основной сложностью для него стала необходимость быстро и точно воспроизводить сложные формы рун под давлением нарастающих волн врагов.","Runeomicon — это атмосферная игра про ритуалы и темных богов, которая затягивает своей механикой рисования рун. Несмотря на то, что точность рисования может стать серьезным испытанием для игрока, возможность развивать свою оборону и собирать уникальных существ делает процесс увлекательным. Игра отлично передает ощущение прогрессии, хотя некоторые улучшения могут стоить довольно дорого.",интересная система прокачки и выбора защитных сооружений; приятная система улучшения существ и их характеристик; атмосферная тематика игры; удовлетворительная динамика боя в конце уровня,высокая сложность из-за необходимости точности рисования; высокая стоимость некоторых улучшений; недостаточно эффективное лечение,,https://www.metacritic.com/game/runeomicon/,https://video.akamai.steamstatic.com/store_trailers/3160570/362271138/15adc8aa7f3105eeec44df92ca02230acb3567b7/1787156557/hls_264_master.m3u8?t=1787158114,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1057569-52.jpg,2026-09-16 10:28
rushcremental,Rushcremental,2026-09-15,,Strategy,Tim Beaudet,Tyre Bytes LLC,PC,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=U5QqXZ4vK5U,Кай стример,1625,24.3,ru,Whisper,"Блогер знакомится с инкрементальной демо-версией Rushcremental, в которой необходимо собирать металлолом, улучшать характеристики и участвовать в гонках. Он отмечает прогрессию прокачки, систему квестов и наличие челленджей, однако указывает на некоторую скудность контента в демо-версии и не всегда понятные механики.","Rushcremental представляет собой инкрементальную игру с базовыми механиками сбора ресурсов и улучшения техники. Блогер отмечает наличие системы прогрессии и квестов, но указывает на то, что демо-версия довольно ограничена по контенту и местами может быть запутанной в плане механик.",наличие системы квестов; возможность улучшения характеристик,недостаточное количество контента в демо-версии; недостаточно информативное описание ограничений улучшений; недостаточная награда за выполнение условий; непонятные механики или визуальное отображение,,https://www.metacritic.com/game/rushcremental/,https://video.akamai.steamstatic.com/store_trailers/2695500/2145620664/c8c3aaaa09c1ecd638edbc6b4944bcf591649046/1788347311/hls_264_master.m3u8?t=1788347635,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1191847-52.jpg,2026-09-16 11:11
side-out,SIDE OUT,2026-09-15,,Arcade,antics,antics,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/side-out/,https://video.akamai.steamstatic.com/store_trailers/5146540/136645104/e15f030219ce1e451766dd03c80daab386ac7f50/1787267199/hls_264_master.m3u8?t=1787785466,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1276904-52.jpg,2026-09-16 14:00
singularity-xzx,SINGULARITY (xzx),2026-09-15,,Compilation,xzx,xzx,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/singularity-xzx/,,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279932-52.jpg,2026-09-16 14:00
sss-fpv,SSS-FPV,2026-09-15,,Aircraft Sim,Invincible Pilot,Invincible Pilot,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/sss-fpv/,,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1273569-52.jpg,2026-09-16 13:06
stilltrace,STILLTRACE,2026-09-15,,Top-Down Shoot-'Em-Up,AdroVGames,AdroVGames,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/stilltrace/,https://video.akamai.steamstatic.com/store_trailers/5115240/2114284895/8301a422e6e53ba67c5a7e2849fe8f933f109533/1787084434/hls_264_master.m3u8?t=1787564677,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1275863-52.jpg,2026-09-16 14:00
sakura-branch-blossom-puzzle,Sakura Branch: Blossom Puzzle,2026-09-14,,Puzzle,Ruquon,ASI GAMES TECHNOLOGIES LTD,Nintendo Switch,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/sakura-branch-blossom-puzzle/,,https://play-lh.googleusercontent.com/W9XtsP8SK-fBt9_GYF1-YElWKQ5DSgdZyxN5OXI9zc8r8xMDZ1DWDTzd08Zwr2RF0RkOr_rEtZOgpIQju0wJfJs=w512-h512,2026-09-16 19:10
secrets-of-temple-isle,Secrets of Temple Isle,2026-09-15,,Action Adventure,Moses Doyle,Moses Doyle,PC,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=Fc0aVJh_5to,Eden Everthil,12,16.9,en,Whisper,"Блогер делится впечатлениями от процесса игры, отмечая интересное развитие сюжета и наличие забавных моментов. Он активно взаимодействует с игровым миром, комментируя поведение NPC и свои действия. Основная часть видео посвящена разбору механик, где автор предлагает конкретные улучшения интерфейса и управления для удобства геймплея.","Secrets of Temple Isle оставляет приятное впечатление благодаря интересному сюжету и атмосфере, однако игре требуется доработка интерфейса и системы управления для более плавного игрового процесса.",Интересное развитие сюжета; Приятная музыка; Разнообразные и забавные взаимодействия с NPC,Отсутствие возможности видеть урон перед покупкой предмета; Запутанная система маркеров на экране; Неудобство управления инвентарем и переключения между инструментами и оружием; Проблемы с отображением прически при скрытии брони,,https://www.metacritic.com/game/secrets-of-temple-isle/,https://video.akamai.steamstatic.com/store_trailers/1842680/659290064/342f1592eb2308967f921b137ebece4e6bc4b9d3/1780134343/hls_264_master.m3u8?t=1784195034,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-885262-52.jpg,2026-09-16 13:06
sect-logistics,Sect Logistics,2026-09-14,,Simulation,Youdianhan,Youdianhan,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/sect-logistics/,https://video.akamai.steamstatic.com/store_trailers/4860160/1465071059/9549a24a60f5636c9ed249ea687b510936171845/1787033253/hls_264_master.m3u8?t=1788233791,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279187-52.jpg,2026-09-16 19:25
seed-shop-tidy-up,Seed Shop: Tidy Up!,2026-09-15,,Simulation,meteor008,meteor008,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/seed-shop-tidy-up/,https://video.akamai.steamstatic.com/store_trailers/5148260/530275777/63f4f9d751a3c9160a4b0bbd2bb1261c8f8d372d/1789229596/hls_264_master.m3u8?t=1789231197,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279630-52.jpg,2026-09-16 15:00
shardkeep,Shardkeep,2026-09-15,,Matching Puzzle,Meridian Studios,Meridian Studios,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/shardkeep/,https://video.akamai.steamstatic.com/store_trailers/5177270/1396828512/82a212bdc6c20dbc5fe3d84dbb95c42b44842d3b/1787711479/hls_264_master.m3u8?t=1788423319,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1280869-52.jpg,2026-09-16 14:00
shh-supergirl-is-doing-online-shopping,Shh! Supergirl is doing online shopping!,2026-09-14,,Puzzle,Cardboard Bento Studio,Cardboard Bento Studio,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/shh-supergirl-is-doing-online-shopping/,,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1246812-52.jpg,2026-09-16 19:10
shutterout,ShutterOut,2026-09-15,,Survival,ASJK,ASJK,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/shutterout/,https://video.akamai.steamstatic.com/store_trailers/5132730/662681998/bf9df3606744b73087beb63eb429bbd15de578fb/1787682079/hls_264_master.m3u8?t=1788202169,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279363-52.jpg,2026-09-16 14:00
sicarios,Sicarios,2026-09-14,,Point-and-Click,Bonuman Game Studio,Bonuman Game Studio,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,"FiC1Q-Im4sQ: мало речи блогера (0 символов в минуту); daG_peiCLl4: тот же канал, в его ролике мало речи",https://www.metacritic.com/game/sicarios/,https://video.akamai.steamstatic.com/store_trailers/5125490/1261482031/af45e70f2b9389f484b5a2701348ee9e2085c730/1787050384/hls_264_master.m3u8?t=1788244429,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279195-52.jpg,2026-09-16 19:25
slimemerge,SlimeMerge,2026-09-14,,Puzzle,QuietQuickCollapseGames,QuietQuickCollapseGames,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/slimemerge/,https://video.akamai.steamstatic.com/store_trailers/5111270/1836411694/c4b96cca428794d6c9d0edb3b091c0b1a32dc75f/1787586047/hls_264_master.m3u8?t=1788164023,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279645-52.jpg,2026-09-16 19:37
